,0
5110,1590
5111,473
5112,1536
5113,458
5114,1486
5115,450
5116,1444
5117,450
5118,1400
5119,463
5120,1366
5121,478
5122,1338
5123,505
5124,1313
5125,536
5126,1297
5127,557
5128,1285
5129,589
5130,1270
5131,624
5132,1261
5133,647
5134,1250
5135,674
5136,1232
5137,700
5138,1217
5139,716
5140,1194
5141,731
5142,1162
5143,736
5144,1129
5145,735
5146,1077
5147,735
5148,1015
5149,720
5150,949
5151,699
5152,866
5153,679
5154,783
5155,641
5156,701
5157,604
5158,612
5159,570
5160,530
5161,523
5162,454
5163,481
5164,375
5165,439
5166,305
5167,393
5168,237
5169,361
5170,166
5171,324
5172,105
5173,283
5174,38
5175,257
5176,-35
5177,226
5178,-109
5179,190
5180,-197
5181,159
5182,-290
5183,112
5184,-391
5185,68
5186,-512
5187,25
5188,-636
5189,-45
5190,-767
5191,-113
5192,-915
5193,-176
5194,-1056
5195,-254
5196,-1198
5197,-327
5198,-1340
5199,-408
5200,-1468
5201,-492
5202,-1595
5203,-557
5204,-1709
5205,-626
5206,-1799
5207,-687
5208,-1877
5209,-726
5210,-1937
5211,-765
5212,-1975
5213,-793
5214,-2003
5215,-800
5216,-2016
5217,-809
5218,-2011
5219,-807
5220,-2002
5221,-792
5222,-1979
5223,-789
5224,-1948
5225,-778
5226,-1917
5227,-764
5228,-1876
5229,-755
5230,-1844
5231,-745
5232,-1815
5233,-745
5234,-1774
5235,-741
5236,-1741
5237,-730
5238,-1716
5239,-735
5240,-1683
5241,-741
5242,-1651
5243,-739
5244,-1613
5245,-744
5246,-1559
5247,-740
5248,-1502
5249,-730
5250,-1429
5251,-729
5252,-1344
5253,-719
5254,-1259
5255,-707
5256,-1163
5257,-702
5258,-1058
5259,-686
5260,-956
5261,-672
5262,-844
5263,-663
5264,-729
5265,-641
5266,-617
5267,-624
5268,-499
5269,-606
5270,-389
5271,-575
5272,-280
5273,-555
5274,-168
5275,-525
5276,-55
5277,-479
5278,62
5279,-437
5280,183
5281,-384
5282,304
5283,-315
5284,438
5285,-251
5286,577
5287,-174
5288,711
5289,-85
5290,851
5291,8
5292,991
5293,109
5294,1126
5295,204
5296,1260
5297,302
5298,1381
5299,407
5300,1497
5301,491
5302,1603
5303,574
5304,1685
5305,651
5306,1757
5307,696
5308,1815
5309,737
5310,1843
5311,763
5312,1862
5313,759
5314,1869
5315,748
5316,1854
5317,724
5318,1839
5319,679
5320,1812
5321,642
5322,1768
5323,594
5324,1728
5325,541
5326,1681
5327,510
5328,1626
5329,474
5330,1579
5331,445
5332,1524
5333,439
5334,1473
5335,432
5336,1437
5337,437
5338,1397
5339,458
5340,1365
5341,476
5342,1340
5343,504
5344,1311
5345,539
5346,1294
5347,571
5348,1284
5349,614
5350,1268
5351,657
5352,1265
5353,692
5354,1260
5355,732
5356,1247
5357,766
5358,1237
5359,795
5360,1217
5361,825
5362,1188
5363,839
5364,1155
5365,853
5366,1102
5367,861
5368,1041
5369,844
5370,978
5371,827
5372,901
5373,810
5374,825
5375,776
5376,747
5377,742
5378,664
5379,704
5380,588
5381,655
5382,510
5383,615
5384,434
5385,571
5386,374
5387,525
5388,311
5389,491
5390,244
5391,454
5392,187
5393,416
5394,120
5395,390
5396,51
5397,356
5398,-22
5399,318
5400,-113
5401,291
5402,-207
5403,251
5404,-308
5405,207
5406,-428
5407,155
5408,-551
5409,93
5410,-684
5411,27
5412,-829
5413,-55
5414,-964
5415,-149
5416,-1106
5417,-231
5418,-1252
5419,-317
5420,-1382
5421,-408
5422,-1511
5423,-483
5424,-1622
5425,-559
5426,-1712
5427,-627
5428,-1800
5429,-675
5430,-1870
5431,-722
5432,-1921
5433,-754
5434,-1965
5435,-772
5436,-1990
5437,-794
5438,-2001
5439,-800
5440,-2004
5441,-800
5442,-1990
5443,-806
5444,-1974
5445,-801
5446,-1957
5447,-799
5448,-1929
5449,-800
5450,-1908
5451,-791
5452,-1886
5453,-791
5454,-1860
5455,-801
5456,-1844
5457,-801
5458,-1818
5459,-808
5460,-1780
5461,-812
5462,-1748
5463,-809
5464,-1702
5465,-814
5466,-1646
5467,-812
5468,-1592
5469,-808
5470,-1513
5471,-808
5472,-1429
5473,-795
5474,-1345
5475,-785
5476,-1241
5477,-782
5478,-1135
5479,-765
5480,-1032
5481,-749
5482,-914
5483,-734
5484,-801
5485,-709
5486,-693
5487,-691
5488,-579
5489,-669
5490,-476
5491,-637
5492,-368
5493,-614
5494,-252
5495,-578
5496,-142
5497,-531
5498,-22
5499,-492
5500,105
5501,-436
5502,228
5503,-368
5504,365
5505,-306
5506,501
5507,-227
5508,636
5509,-137
5510,780
5511,-45
5512,920
5513,66
5514,1057
5515,175
5516,1192
5517,279
5518,1313
5519,386
5520,1427
5521,483
5522,1533
5523,573
5524,1611
5525,652
5526,1681
5527,707
5528,1738
5529,754
5530,1770
5531,780
5532,1794
5533,778
5534,1806
5535,773
5536,1800
5537,748
5538,1789
5539,703
5540,1766
5541,664
5542,1730
5543,617
5544,1697
5545,566
5546,1650
5547,531
5548,1603
5549,489
5550,1560
5551,456
5552,1512
5553,441
5554,1470
5555,420
5556,1435
5557,417
5558,1392
5559,426
5560,1359
5561,429
5562,1332
5563,444
5564,1301
5565,468
5566,1287
5567,489
5568,1279
5569,525
5570,1273
5571,559
5572,1275
5573,593
5574,1271
5575,638
5576,1263
5577,672
5578,1257
5579,702
5580,1234
5581,734
5582,1207
5583,750
5584,1181
5585,771
5586,1136
5587,786
5588,1087
5589,780
5590,1033
5591,777
5592,963
5593,764
5594,893
5595,736
5596,821
5597,712
5598,745
5599,678
5600,679
5601,635
5602,614
5603,602
5604,545
5605,562
5606,485
5607,517
5608,424
5609,488
5610,364
5611,452
5612,310
5613,417
5614,244
5615,393
5616,180
5617,360
5618,114
5619,332
5620,33
5621,309
5622,-51
5623,270
5624,-149
5625,224
5626,-264
5627,176
5628,-381
5629,117
5630,-512
5631,50
5632,-650
5633,-33
5634,-782
5635,-119
5636,-925
5637,-195
5638,-1064
5639,-282
5640,-1188
5641,-364
5642,-1315
5643,-435
5644,-1431
5645,-508
5646,-1531
5647,-569
5648,-1626
5649,-618
5650,-1702
5651,-669
5652,-1763
5653,-703
5654,-1814
5655,-722
5656,-1844
5657,-749
5658,-1867
5659,-760
5660,-1886
5661,-765
5662,-1887
5663,-775
5664,-1888
5665,-777
5666,-1884
5667,-782
5668,-1873
5669,-789
5670,-1870
5671,-789
5672,-1856
5673,-796
5674,-1837
5675,-805
5676,-1831
5677,-806
5678,-1814
5679,-813
5680,-1787
5681,-819
5682,-1763
5683,-819
5684,-1724
5685,-824
5686,-1674
5687,-826
5688,-1623
5689,-825
5690,-1551
5691,-825
5692,-1471
5693,-815
5694,-1388
5695,-812
5696,-1291
5697,-810
5698,-1197
5699,-795
5700,-1097
5701,-787
5702,-990
5703,-777
5704,-891
5705,-757
5706,-787
5707,-748
5708,-679
5709,-731
5710,-579
5711,-703
5712,-471
5713,-682
5714,-361
5715,-649
5716,-254
5717,-609
5718,-139
5719,-573
5720,-23
5721,-520
5722,101
5723,-462
5724,235
5725,-401
5726,364
5727,-322
5728,501
5729,-235
5730,647
5731,-149
5732,783
5733,-45
5734,916
5735,63
5736,1050
5737,172
5738,1167
5739,280
5740,1280
5741,374
5742,1385
5743,463
5744,1470
5745,542
5746,1547
5747,596
5748,1605
5749,642
5750,1645
5751,672
5752,1682
5753,679
5754,1699
5755,678
5756,1701
5757,662
5758,1700
5759,631
5760,1686
5761,605
5762,1662
5763,572
5764,1640
5765,533
5766,1608
5767,506
5768,1574
5769,477
5770,1538
5771,451
5772,1494
5773,433
5774,1455
5775,415
5776,1418
5777,411
5778,1380
5779,409
5780,1351
5781,407
5782,1326
5783,422
5784,1304
5785,437
5786,1294
5787,447
5788,1284
5789,475
5790,1279
5791,505
5792,1279
5793,532
5794,1271
5795,570
5796,1260
5797,600
5798,1249
5799,630
5800,1230
5801,669
5802,1204
5803,693
5804,1165
5805,709
5806,1114
5807,724
5808,1060
5809,726
5810,994
5811,723
5812,920
5813,712
5814,850
5815,691
5816,776
5817,671
5818,700
5819,639
5820,629
5821,601
5822,558
5823,571
5824,491
5825,533
5826,429
5827,496
5828,366
5829,468
5830,311
5831,433
5832,257
5833,403
5834,194
5835,378
5836,134
5837,346
5838,65
5839,323
5840,-20
5841,295
5842,-109
5843,249
5844,-206
5845,208
5846,-320
5847,157
5848,-435
5849,94
5850,-556
5851,33
5852,-687
5853,-47
5854,-819
5855,-132
5856,-958
5857,-203
5858,-1093
5859,-287
5860,-1224
5861,-370
5862,-1353
5863,-437
5864,-1471
5865,-510
5866,-1576
5867,-574
5868,-1673
5869,-622
5870,-1752
5871,-672
5872,-1815
5873,-707
5874,-1870
5875,-730
5876,-1908
5877,-756
5878,-1936
5879,-771
5880,-1957
5881,-779
5882,-1965
5883,-791
5884,-1971
5885,-790
5886,-1975
5887,-797
5888,-1973
5889,-805
5890,-1969
5891,-802
5892,-1961
5893,-802
5894,-1954
5895,-804
5896,-1949
5897,-800
5898,-1932
5899,-804
5900,-1912
5901,-805
5902,-1886
5903,-805
5904,-1841
5905,-810
5906,-1793
5907,-804
5908,-1736
5909,-801
5910,-1659
5911,-800
5912,-1579
5913,-789
5914,-1494
5915,-785
5916,-1396
5917,-785
5918,-1300
5919,-770
5920,-1200
5921,-765
5922,-1092
5923,-757
5924,-988
5925,-740
5926,-882
5927,-734
5928,-777
5929,-721
5930,-676
5931,-693
5932,-571
5933,-678
5934,-464
5935,-656
5936,-358
5937,-618
5938,-243
5939,-584
5940,-125
5941,-536
5942,3
5943,-478
5944,135
5945,-417
5946,265
5947,-341
5948,403
5949,-259
5950,543
5951,-169
5952,675
5953,-64
5954,811
5955,44
5956,945
5957,151
5958,1065
5959,255
5960,1180
5961,343
5962,1281
5963,426
5964,1370
5965,497
5966,1453
5967,542
5968,1514
5969,581
5970,1560
5971,603
5972,1604
5973,605
5974,1629
5975,601
5976,1645
5977,580
5978,1660
5979,549
5980,1657
5981,527
5982,1649
5983,493
5984,1635
5985,460
5986,1612
5987,435
5988,1589
5989,400
5990,1563
5991,378
5992,1528
5993,368
5994,1503
5995,351
5996,1474
5997,342
5998,1445
5999,341
6000,1427
6001,335
6002,1408
6003,341
6004,1391
6005,351
6006,1387
6007,360
6008,1382
6009,382
6010,1378
6011,403
6012,1378
6013,424
6014,1371
6015,456
6016,1363
6017,484
6018,1351
6019,517
6020,1324
6021,550
6022,1293
6023,571
6024,1252
6025,593
6026,1201
6027,610
6028,1147
6029,613
6030,1085
6031,620
6032,1019
6033,621
6034,953
6035,605
6036,881
6037,592
6038,804
6039,570
6040,733
6041,544
6042,667
6043,524
6044,608
6045,492
6046,553
6047,463
6048,494
6049,447
6050,439
6051,421
6052,386
6053,402
6054,324
6055,392
6056,260
6057,368
6058,189
6059,349
6060,112
6061,326
6062,28
6063,288
6064,-67
6065,254
6066,-169
6067,208
6068,-279
6069,146
6070,-401
6071,88
6072,-525
6073,22
6074,-652
6075,-54
6076,-787
6077,-129
6078,-919
6079,-207
6080,-1047
6081,-277
6082,-1174
6083,-342
6084,-1287
6085,-408
6086,-1393
6087,-461
6088,-1490
6089,-505
6090,-1570
6091,-548
6092,-1644
6093,-572
6094,-1707
6095,-596
6096,-1750
6097,-623
6098,-1791
6099,-631
6100,-1821
6101,-642
6102,-1836
6103,-654
6104,-1856
6105,-655
6106,-1866
6107,-660
6108,-1867
6109,-663
6110,-1877
6111,-659
6112,-1878
6113,-662
6114,-1867
6115,-654
6116,-1861
6117,-647
6118,-1850
6119,-658
6120,-1825
6121,-655
6122,-1793
6123,-647
6124,-1749
6125,-650
6126,-1698
6127,-640
6128,-1638
6129,-630
6130,-1565
6131,-628
6132,-1489
6133,-615
6134,-1403
6135,-605
6136,-1307
6137,-600
6138,-1213
6139,-585
6140,-1115
6141,-575
6142,-1014
6143,-565
6144,-918
6145,-549
6146,-821
6147,-541
6148,-722
6149,-527
6150,-626
6151,-510
6152,-524
6153,-494
6154,-423
6155,-468
6156,-320
6157,-448
6158,-208
6159,-425
6160,-96
6161,-383
6162,21
6163,-339
6164,143
6165,-285
6166,263
6167,-212
6168,389
6169,-145
6170,520
6171,-63
6172,645
6173,44
6174,770
6175,136
6176,892
6177,223
6178,1000
6179,312
6180,1105
6181,386
6182,1195
6183,456
6184,1271
6185,515
6186,1345
6187,550
6188,1404
6189,578
6190,1449
6191,591
6192,1489
6193,586
6194,1514
6195,577
6196,1530
6197,556
6198,1545
6199,529
6200,1543
6201,503
6202,1533
6203,468
6204,1522
6205,438
6206,1500
6207,411
6208,1477
6209,375
6210,1448
6211,356
6212,1413
6213,340
6214,1382
6215,317
6216,1349
6217,308
6218,1317
6219,299
6220,1295
6221,289
6222,1276
6223,295
6224,1262
6225,298
6226,1259
6227,306
6228,1251
6229,331
6230,1247
6231,348
6232,1247
6233,367
6234,1240
6235,402
6236,1233
6237,431
6238,1222
6239,463
6240,1203
6241,499
6242,1180
6243,523
6244,1149
6245,554
6246,1106
6247,579
6248,1062
6249,592
6250,1008
6251,606
6252,948
6253,607
6254,889
6255,600
6256,826
6257,596
6258,767
6259,580
6260,714
6261,564
6262,661
6263,548
6264,611
6265,521
6266,563
6267,508
6268,511
6269,497
6270,463
6271,472
6272,416
6273,463
6274,360
6275,455
6276,307
6277,433
6278,247
6279,420
6280,178
6281,398
6282,110
6283,363
6284,22
6285,330
6286,-76
6287,284
6288,-178
6289,227
6290,-295
6291,172
6292,-414
6293,101
6294,-536
6295,29
6296,-664
6297,-42
6298,-784
6299,-126
6300,-905
6301,-199
6302,-1031
6303,-263
6304,-1145
6305,-330
6306,-1253
6307,-380
6308,-1356
6309,-430
6310,-1439
6311,-479
6312,-1512
6313,-510
6314,-1580
6315,-545
6316,-1633
6317,-576
6318,-1679
6319,-592
6320,-1718
6321,-616
6322,-1747
6323,-631
6324,-1777
6325,-635
6326,-1797
6327,-653
6328,-1813
6329,-662
6330,-1831
6331,-664
6332,-1836
6333,-678
6334,-1840
6335,-683
6336,-1842
6337,-685
6338,-1832
6339,-695
6340,-1819
6341,-692
6342,-1797
6343,-691
6344,-1755
6345,-692
6346,-1708
6347,-682
6348,-1649
6349,-675
6350,-1575
6351,-670
6352,-1500
6353,-656
6354,-1419
6355,-649
6356,-1328
6357,-634
6358,-1240
6359,-617
6360,-1146
6361,-607
6362,-1049
6363,-588
6364,-959
6365,-570
6366,-863
6367,-558
6368,-760
6369,-533
6370,-666
6371,-511
6372,-568
6373,-491
6374,-468
6375,-459
6376,-369
6377,-428
6378,-259
6379,-390
6380,-147
6381,-337
6382,-28
6383,-284
6384,100
6385,-215
6386,223
6387,-134
6388,351
6389,-52
6390,485
6391,48
6392,614
6393,150
6394,739
6395,240
6396,862
6397,336
6398,971
6399,423
6400,1080
6401,495
6402,1180
6403,570
6404,1261
6405,626
6406,1343
6407,660
6408,1408
6409,688
6410,1464
6411,698
6412,1514
6413,697
6414,1549
6415,691
6416,1582
6417,670
6418,1606
6419,649
6420,1616
6421,625
6422,1620
6423,592
6424,1617
6425,564
6426,1597
6427,538
6428,1577
6429,506
6430,1558
6431,482
6432,1529
6433,456
6434,1506
6435,423
6436,1481
6437,405
6438,1453
6439,386
6440,1435
6441,369
6442,1412
6443,365
6444,1398
6445,359
6446,1395
6447,356
6448,1383
6449,364
6450,1374
6451,374
6452,1371
6453,393
6454,1359
6455,417
6456,1350
6457,438
6458,1337
6459,465
6460,1311
6461,491
6462,1282
6463,515
6464,1246
6465,542
6466,1201
6467,561
6468,1153
6469,571
6470,1100
6471,582
6472,1043
6473,580
6474,984
6475,573
6476,927
6477,564
6478,877
6479,547
6480,823
6481,535
6482,764
6483,523
6484,718
6485,501
6486,670
6487,487
6488,614
6489,475
6490,570
6491,457
6492,521
6493,447
6494,465
6495,436
6496,417
6497,417
6498,354
6499,404
6500,280
6501,377
6502,206
6503,339
6504,120
6505,304
6506,22
6507,257
6508,-80
6509,201
6510,-192
6511,145
6512,-309
6513,81
6514,-424
6515,11
6516,-550
6517,-61
6518,-675
6519,-131
6520,-798
6521,-192
6522,-927
6523,-251
6524,-1039
6525,-314
6526,-1150
6527,-364
6528,-1255
6529,-413
6530,-1343
6531,-460
6532,-1425
6533,-497
6534,-1500
6535,-535
6536,-1566
6537,-565
6538,-1624
6539,-585
6540,-1673
6541,-615
6542,-1712
6543,-637
6544,-1749
6545,-650
6546,-1779
6547,-674
6548,-1805
6549,-691
6550,-1834
6551,-704
6552,-1847
6553,-725
6554,-1863
6555,-737
6556,-1875
6557,-746
6558,-1867
6559,-760
6560,-1858
6561,-766
6562,-1835
6563,-772
6564,-1793
6565,-777
6566,-1751
6567,-771
6568,-1692
6569,-775
6570,-1622
6571,-774
6572,-1554
6573,-763
6574,-1476
6575,-760
6576,-1387
6577,-753
6578,-1302
6579,-741
6580,-1211
6581,-736
6582,-1119
6583,-721
6584,-1032
6585,-703
6586,-942
6587,-694
6588,-852
6589,-674
6590,-766
6591,-656
6592,-671
6593,-643
6594,-581
6595,-611
6596,-486
6597,-580
6598,-377
6599,-545
6600,-274
6601,-489
6602,-163
6603,-431
6604,-43
6605,-366
6606,70
6607,-285
6608,192
6609,-203
6610,313
6611,-111
6612,429
6613,-10
6614,552
6615,89
6616,666
6617,187
6618,772
6619,276
6620,877
6621,355
6622,968
6623,426
6624,1051
6625,477
6626,1134
6627,521
6628,1203
6629,560
6630,1262
6631,576
6632,1323
6633,590
6634,1369
6635,602
6636,1407
6637,589
6638,1440
6639,581
6640,1450
6641,573
6642,1460
6643,548
6644,1463
6645,532
6646,1450
6647,516
6648,1444
6649,488
6650,1429
6651,471
6652,1405
6653,449
6654,1391
6655,421
6656,1366
6657,405
6658,1345
6659,383
6660,1333
6661,366
6662,1315
6663,364
6664,1306
6665,356
6666,1302
6667,359
6668,1296
6669,371
6670,1297
6671,379
6672,1298
6673,402
6674,1291
6675,429
6676,1287
6677,453
6678,1273
6679,488
6680,1246
6681,519
6682,1227
6683,544
6684,1196
6685,575
6686,1157
6687,593
6688,1124
6689,609
6690,1080
6691,628
6692,1029
6693,628
6694,987
6695,631
6696,941
6697,642
6698,893
6699,632
6700,848
6701,626
6702,805
6703,627
6704,770
6705,616
6706,730
6707,614
6708,690
6709,615
6710,657
6711,605
6712,615
6713,604
6714,572
6715,597
6716,529
6717,582
6718,474
6719,571
6720,417
6721,542
6722,353
6723,503
6724,273
6725,465
6726,191
6727,412
6728,102
6729,357
6730,-5
6731,301
6732,-109
6733,233
6734,-220
6735,166
6736,-337
6737,99
6738,-449
6739,29
6740,-567
6741,-34
6742,-684
6743,-104
6744,-789
6745,-172
6746,-898
6747,-222
6748,-1002
6749,-281
6750,-1093
6751,-333
6752,-1179
6753,-370
6754,-1253
6755,-417
6756,-1322
6757,-455
6758,-1390
6759,-483
6760,-1447
6761,-522
6762,-1499
6763,-550
6764,-1553
6765,-570
6766,-1598
6767,-603
6768,-1638
6769,-626
6770,-1680
6771,-647
6772,-1710
6773,-672
6774,-1736
6775,-683
6776,-1758
6777,-701
6778,-1761
6779,-720
6780,-1757
6781,-724
6782,-1740
6783,-736
6784,-1710
6785,-744
6786,-1677
6787,-742
6788,-1635
6789,-749
6790,-1578
6791,-749
6792,-1520
6793,-742
6794,-1451
6795,-740
6796,-1375
6797,-731
6798,-1305
6799,-723
6800,-1226
6801,-717
6802,-1150
6803,-702
6804,-1081
6805,-695
6806,-1004
6807,-691
6808,-933
6809,-674
6810,-856
6811,-666
6812,-769
6813,-651
6814,-685
6815,-623
6816,-598
6817,-606
6818,-500
6819,-573
6820,-403
6821,-525
6822,-302
6823,-483
6824,-189
6825,-420
6826,-82
6827,-345
6828,34
6829,-276
6830,151
6831,-187
6832,258
6833,-100
6834,367
6835,-18
6836,466
6837,80
6838,559
6839,165
6840,656
6841,234
6842,737
6843,305
6844,817
6845,357
6846,897
6847,400
6848,957
6849,442
6850,1021
6851,462
6852,1077
6853,477
6854,1112
6855,491
6856,1148
6857,487
6858,1176
6859,485
6860,1187
6861,479
6862,1199
6863,462
6864,1205
6865,450
6866,1198
6867,432
6868,1197
6869,405
6870,1185
6871,383
6872,1165
6873,357
6874,1155
6875,333
6876,1138
6877,316
6878,1128
6879,292
6880,1127
6881,279
6882,1119
6883,273
6884,1122
6885,260
6886,1131
6887,265
6888,1131
6889,280
6890,1140
6891,290
6892,1146
6893,318
6894,1142
6895,351
6896,1143
6897,378
6898,1135
6899,419
6900,1117
6901,455
6902,1104
6903,485
6904,1081
6905,523
6906,1048
6907,547
6908,1019
6909,567
6910,981
6911,591
6912,940
6913,601
6914,905
6915,609
6916,866
6917,620
6918,833
6919,619
6920,801
6921,625
6922,766
6923,634
6924,739
6925,636
6926,710
6927,647
6928,681
6929,656
6930,656
6931,656
6932,626
6933,658
6934,591
6935,654
6936,557
6937,640
6938,514
6939,624
6940,464
6941,596
6942,405
6943,561
6944,336
6945,526
6946,266
6947,475
6948,188
6949,423
6950,95
6951,369
6952,5
6953,304
6954,-90
6955,244
6956,-198
6957,184
6958,-300
6959,118
6960,-408
6961,64
6962,-517
6963,9
6964,-615
6965,-55
6966,-717
6967,-108
6968,-811
6969,-160
6970,-895
6971,-208
6972,-979
6973,-247
6974,-1054
6975,-291
6976,-1121
6977,-331
6978,-1189
6979,-370
6980,-1252
6981,-413
6982,-1310
6983,-448
6984,-1372
6985,-483
6986,-1420
6987,-525
6988,-1467
6989,-556
6990,-1510
6991,-582
6992,-1540
6993,-616
6994,-1578
6995,-649
6996,-1601
6997,-681
6998,-1603
6999,-706
7000,-1608
7001,-723
7002,-1600
7003,-749
7004,-1575
7005,-766
7006,-1548
7007,-771
7008,-1510
7009,-789
7010,-1455
7011,-796
7012,-1402
7013,-793
7014,-1340
7015,-799
7016,-1278
7017,-798
7018,-1219
7019,-790
7020,-1149
7021,-790
7022,-1084
7023,-779
7024,-1019
7025,-769
7026,-945
7027,-764
7028,-881
7029,-750
7030,-812
7031,-740
7032,-735
7033,-727
7034,-663
7035,-700
7036,-580
7037,-677
7038,-493
7039,-644
7040,-406
7041,-594
7042,-306
7043,-549
7044,-205
7045,-489
7046,-109
7047,-418
7048,2
7049,-348
7050,107
7051,-264
7052,199
7053,-180
7054,303
7055,-102
7056,400
7057,-13
7058,486
7059,70
7060,582
7061,142
7062,667
7063,212
7064,741
7065,263
7066,818
7067,308
7068,884
7069,353
7070,942
7071,378
7072,995
7073,405
7074,1036
7075,427
7076,1075
7077,430
7078,1103
7079,439
7080,1123
7081,446
7082,1143
7083,437
7084,1147
7085,432
7086,1146
7087,420
7088,1139
7089,399
7090,1129
7091,386
7092,1118
7093,363
7094,1111
7095,340
7096,1107
7097,328
7098,1108
7099,305
7100,1110
7101,287
7102,1110
7103,281
7104,1123
7105,272
7106,1135
7107,279
7108,1142
7109,294
7110,1156
7111,302
7112,1165
7113,330
7114,1170
7115,359
7116,1177
7117,388
7118,1173
7119,431
7120,1163
7121,461
7122,1153
7123,491
7124,1130
7125,531
7126,1108
7127,552
7128,1083
7129,570
7130,1050
7131,597
7132,1022
7133,609
7134,993
7135,622
7136,960
7137,638
7138,931
7139,645
7140,903
7141,658
7142,873
7143,677
7144,850
7145,689
7146,824
7147,708
7148,797
7149,721
7150,773
7151,727
7152,742
7153,739
7154,710
7155,739
7156,673
7157,730
7158,626
7159,720
7160,575
7161,693
7162,517
7163,661
7164,449
7165,626
7166,381
7167,579
7168,306
7169,531
7170,217
7171,478
7172,132
7173,419
7174,32
7175,372
7176,-71
7177,313
7178,-169
7179,253
7180,-277
7181,208
7182,-374
7183,156
7184,-468
7185,105
7186,-562
7187,65
7188,-651
7189,19
7190,-732
7191,-21
7192,-815
7193,-54
7194,-892
7195,-104
7196,-962
7197,-144
7198,-1036
7199,-178
7200,-1098
7201,-223
7202,-1158
7203,-259
7204,-1219
7205,-295
7206,-1275
7207,-338
7208,-1330
7209,-371
7210,-1380
7211,-409
7212,-1422
7213,-451
7214,-1458
7215,-485
7216,-1488
7217,-520
7218,-1502
7219,-554
7220,-1514
7221,-582
7222,-1513
7223,-615
7224,-1494
7225,-643
7226,-1477
7227,-660
7228,-1446
7229,-681
7230,-1406
7231,-689
7232,-1367
7233,-697
7234,-1314
7235,-707
7236,-1256
7237,-705
7238,-1202
7239,-710
7240,-1143
7241,-716
7242,-1088
7243,-706
7244,-1031
7245,-704
7246,-965
7247,-706
7248,-909
7249,-694
7250,-848
7251,-689
7252,-777
7253,-680
7254,-710
7255,-656
7256,-629
7257,-640
7258,-546
7259,-614
7260,-465
7261,-575
7262,-374
7263,-536
7264,-283
7265,-477
7266,-196
7267,-412
7268,-95
7269,-348
7270,0
7271,-270
7272,90
7273,-195
7274,185
7275,-125
7276,274
7277,-42
7278,361
7279,34
7280,444
7281,99
7282,515
7283,160
7284,589
7285,206
7286,659
7287,249
7288,719
7289,287
7290,784
7291,306
7292,841
7293,331
7294,885
7295,347
7296,928
7297,347
7298,958
7299,356
7300,978
7301,353
7302,994
7303,340
7304,1002
7305,333
7306,1005
7307,317
7308,1010
7309,298
7310,1006
7311,287
7312,1002
7313,265
7314,1006
7315,238
7316,997
7317,219
7318,1002
7319,197
7320,1016
7321,179
7322,1022
7323,172
7324,1036
7325,165
7326,1053
7327,169
7328,1062
7329,179
7330,1077
7331,189
7332,1089
7333,220
7334,1091
7335,247
7336,1096
7337,271
7338,1093
7339,312
7340,1084
7341,342
7342,1072
7343,372
7344,1049
7345,405
7346,1027
7347,423
7348,1005
7349,443
7350,974
7351,467
7352,944
7353,478
7354,917
7355,499
7356,881
7357,521
7358,855
7359,534
7360,829
7361,559
7362,798
7363,582
7364,779
7365,601
7366,755
7367,628
7368,726
7369,645
7370,702
7371,661
7372,667
7373,682
7374,633
7375,682
7376,598
7377,682
7378,550
7379,681
7380,504
7381,653
7382,449
7383,633
7384,383
7385,610
7386,315
7387,564
7388,236
7389,527
7390,146
7391,484
7392,55
7393,427
7394,-48
7395,378
7396,-148
7397,326
7398,-242
7399,269
7400,-341
7401,222
7402,-438
7403,171
7404,-529
7405,123
7406,-625
7407,83
7408,-709
7409,34
7410,-786
7411,-6
7412,-868
7413,-40
7414,-939
7415,-90
7416,-1008
7417,-131
7418,-1078
7419,-164
7420,-1137
7421,-207
7422,-1198
7423,-238
7424,-1259
7425,-271
7426,-1311
7427,-312
7428,-1367
7429,-340
7430,-1413
7431,-374
7432,-1448
7433,-410
7434,-1481
7435,-440
7436,-1502
7437,-478
7438,-1511
7439,-508
7440,-1519
7441,-529
7442,-1512
7443,-561
7444,-1491
7445,-581
7446,-1466
7447,-590
7448,-1427
7449,-613
7450,-1379
7451,-619
7452,-1331
7453,-621
7454,-1270
7455,-630
7456,-1214
7457,-626
7458,-1157
7459,-628
7460,-1091
7461,-631
7462,-1037
7463,-625
7464,-975
7465,-629
7466,-905
7467,-631
7468,-841
7469,-627
7470,-770
7471,-630
7472,-697
7473,-624
7474,-622
7475,-612
7476,-541
7477,-604
7478,-458
7479,-574
7480,-374
7481,-537
7482,-283
7483,-506
7484,-198
7485,-453
7486,-109
7487,-397
7488,-6
7489,-340
7490,87
7491,-262
7492,176
7493,-188
7494,271
7495,-124
7496,351
7497,-48
7498,432
7499,24
7500,516
7501,83
7502,590
7503,143
7504,666
7505,188
7506,740
7507,230
7508,803
7509,269
7510,868
7511,293
7512,917
7513,319
7514,955
7515,336
7516,994
7517,344
7518,1018
7519,357
7520,1035
7521,360
7522,1049
7523,356
7524,1051
7525,358
7526,1050
7527,347
7528,1046
7529,335
7530,1038
7531,324
7532,1033
7533,296
7534,1028
7535,280
7536,1025
7537,266
7538,1027
7539,237
7540,1034
7541,224
7542,1040
7543,217
7544,1052
7545,207
7546,1063
7547,211
7548,1073
7549,221
7550,1087
7551,234
7552,1093
