,0
2722,-208
2723,-181
2724,-277
2725,-241
2726,-339
2727,-311
2728,-406
2729,-370
2730,-484
2731,-433
2732,-552
2733,-493
2734,-627
2735,-537
2736,-705
2737,-586
2738,-775
2739,-628
2740,-845
2741,-648
2742,-913
2743,-676
2744,-975
2745,-691
2746,-1043
2747,-700
2748,-1103
2749,-718
2750,-1153
2751,-724
2752,-1205
2753,-730
2754,-1250
2755,-749
2756,-1293
2757,-754
2758,-1340
2759,-769
2760,-1380
2761,-791
2762,-1426
2763,-801
2764,-1479
2765,-824
2766,-1524
2767,-844
2768,-1580
2769,-863
2770,-1637
2771,-887
2772,-1685
2773,-915
2774,-1739
2775,-932
2776,-1780
2777,-955
2778,-1813
2779,-979
2780,-1846
2781,-991
2782,-1860
2783,-1014
2784,-1861
2785,-1024
2786,-1850
2787,-1025
2788,-1812
2789,-1023
2790,-1758
2791,-1003
2792,-1690
2793,-973
2794,-1596
2795,-938
2796,-1502
2797,-887
2798,-1396
2799,-834
2800,-1277
2801,-769
2802,-1165
2803,-694
2804,-1048
2805,-626
2806,-928
2807,-547
2808,-825
2809,-478
2810,-721
2811,-423
2812,-625
2813,-357
2814,-542
2815,-300
2816,-454
2817,-261
2818,-375
2819,-214
2820,-304
2821,-180
2822,-223
2823,-157
2824,-141
2825,-119
2826,-57
2827,-90
2828,38
2829,-70
2830,134
2831,-34
2832,239
2833,12
2834,354
2835,51
2836,463
2837,102
2838,586
2839,155
2840,709
2841,207
2842,825
2843,267
2844,947
2845,329
2846,1062
2847,400
2848,1169
2849,466
2850,1274
2851,529
2852,1374
2853,598
2854,1462
2855,665
2856,1546
2857,723
2858,1618
2859,795
2860,1682
2861,859
2862,1747
2863,918
2864,1797
2865,984
2866,1844
2867,1039
2868,1894
2869,1101
2870,1926
2871,1166
2872,1959
2873,1223
2874,1987
2875,1278
2876,2001
2877,1326
2878,2012
2879,1362
2880,2010
2881,1394
2882,1994
2883,1405
2884,1976
2885,1405
2886,1937
2887,1396
2888,1884
2889,1363
2890,1820
2891,1310
2892,1736
2893,1250
2894,1637
2895,1175
2896,1534
2897,1086
2898,1415
2899,1000
2900,1302
2901,902
2902,1189
2903,808
2904,1074
2905,724
2906,972
2907,640
2908,874
2909,573
2910,787
2911,515
2912,717
2913,466
2914,652
2915,434
2916,600
2917,416
2918,564
2919,404
2920,530
2921,409
2922,504
2923,413
2924,483
2925,419
2926,454
2927,440
2928,432
2929,444
2930,407
2931,444
2932,368
2933,441
2934,328
2935,417
2936,288
2937,390
2938,234
2939,356
2940,176
2941,301
2942,115
2943,244
2944,42
2945,176
2946,-30
2947,105
2948,-111
2949,33
2950,-195
2951,-50
2952,-278
2953,-124
2954,-369
2955,-189
2956,-459
2957,-254
2958,-547
2959,-316
2960,-640
2961,-366
2962,-728
2963,-412
2964,-810
2965,-460
2966,-898
2967,-500
2968,-977
2969,-544
2970,-1048
2971,-581
2972,-1122
2973,-615
2974,-1185
2975,-662
2976,-1254
2977,-700
2978,-1325
2979,-738
2980,-1385
2981,-782
2982,-1459
2983,-816
2984,-1537
2985,-863
2986,-1607
2987,-907
2988,-1687
2989,-945
2990,-1765
2991,-991
2992,-1842
2993,-1034
2994,-1924
2995,-1079
2996,-1997
2997,-1132
2998,-2065
2999,-1177
3000,-2120
3001,-1217
3002,-2154
3003,-1263
3004,-2176
3005,-1296
3006,-2180
3007,-1315
3008,-2154
3009,-1334
3010,-2113
3011,-1334
3012,-2058
3013,-1326
3014,-1975
3015,-1311
3016,-1888
3017,-1277
3018,-1788
3019,-1241
3020,-1676
3021,-1191
3022,-1566
3023,-1138
3024,-1448
3025,-1091
3026,-1334
3027,-1035
3028,-1227
3029,-975
3030,-1122
3031,-929
3032,-1029
3033,-879
3034,-945
3035,-831
3036,-860
3037,-805
3038,-783
3039,-767
3040,-709
3041,-739
3042,-627
3043,-722
3044,-544
3045,-693
3046,-461
3047,-667
3048,-363
3049,-637
3050,-265
3051,-596
3052,-160
3053,-555
3054,-38
3055,-510
3056,85
3057,-449
3058,216
3059,-388
3060,349
3061,-317
3062,480
3063,-232
3064,617
3065,-156
3066,752
3067,-61
3068,878
3069,34
3070,1003
3071,116
3072,1122
3073,211
3074,1222
3075,294
3076,1325
3077,375
3078,1415
3079,468
3080,1498
3081,543
3082,1579
3083,625
3084,1647
3085,716
3086,1712
3087,799
3088,1767
3089,886
3090,1813
3091,978
3092,1863
3093,1061
3094,1906
3095,1147
3096,1937
3097,1224
3098,1967
3099,1285
3100,1979
3101,1348
3102,1982
3103,1389
3104,1973
3105,1405
3106,1939
3107,1417
3108,1890
3109,1401
3110,1830
3111,1364
3112,1751
3113,1323
3114,1662
3115,1254
3116,1564
3117,1179
3118,1456
3119,1104
3120,1346
3121,1014
3122,1233
3123,932
3124,1120
3125,853
3126,1024
3127,773
3128,932
3129,714
3130,849
3131,667
3132,782
3133,621
3134,720
3135,597
3136,675
3137,582
3138,642
3139,579
3140,608
3141,595
3142,586
3143,604
3144,569
3145,620
3146,550
3147,643
3148,532
3149,653
3150,513
3151,663
3152,485
3153,665
3154,455
3155,652
3156,425
3157,633
3158,379
3159,595
3160,337
3161,549
3162,284
3163,503
3164,222
3165,435
3166,165
3167,361
3168,89
3169,294
3170,15
3171,212
3172,-61
3173,139
3174,-147
3175,71
3176,-230
3177,-15
3178,-312
3179,-77
3180,-396
3181,-134
3182,-477
3183,-199
3184,-552
3185,-251
3186,-630
3187,-296
3188,-701
3189,-351
3190,-769
3191,-401
3192,-834
3193,-441
3194,-894
3195,-499
3196,-963
3197,-538
3198,-1032
3199,-589
3200,-1096
3201,-643
3202,-1168
3203,-680
3204,-1243
3205,-734
3206,-1321
3207,-782
3208,-1409
3209,-830
3210,-1495
3211,-885
3212,-1585
3213,-935
3214,-1679
3215,-988
3216,-1767
3217,-1049
3218,-1847
3219,-1099
3220,-1920
3221,-1149
3222,-1974
3223,-1203
3224,-2010
3225,-1238
3226,-2034
3227,-1270
3228,-2027
3229,-1297
3230,-2004
3231,-1303
3232,-1965
3233,-1308
3234,-1904
3235,-1301
3236,-1833
3237,-1274
3238,-1742
3239,-1251
3240,-1646
3241,-1219
3242,-1548
3243,-1173
3244,-1445
3245,-1128
3246,-1349
3247,-1079
3248,-1259
3249,-1028
3250,-1168
3251,-986
3252,-1087
3253,-946
3254,-1012
3255,-907
3256,-940
3257,-878
3258,-870
3259,-847
3260,-799
3261,-821
3262,-725
3263,-800
3264,-655
3265,-774
3266,-580
3267,-749
3268,-492
3269,-726
3270,-409
3271,-689
3272,-307
3273,-651
3274,-199
3275,-601
3276,-92
3277,-537
3278,35
3279,-479
3280,155
3281,-396
3282,277
3283,-311
3284,402
3285,-229
3286,525
3287,-131
3288,646
3289,-35
3290,767
3291,68
3292,879
3293,167
3294,987
3295,259
3296,1096
3297,350
3298,1189
3299,448
3300,1280
3301,546
3302,1365
3303,641
3304,1442
3305,741
3306,1521
3307,832
3308,1599
3309,934
3310,1670
3311,1038
3312,1747
3313,1131
3314,1814
3315,1232
3316,1873
3317,1323
3318,1928
3319,1401
3320,1960
3321,1470
3322,1985
3323,1521
3324,1998
3325,1554
3326,1995
3327,1578
3328,1973
3329,1575
3330,1936
3331,1550
3332,1881
3333,1522
3334,1810
3335,1463
3336,1731
3337,1397
3338,1631
3339,1324
3340,1532
3341,1233
3342,1434
3343,1150
3344,1335
3345,1064
3346,1246
3347,981
3348,1160
3349,911
3350,1082
3351,851
3352,1019
3353,797
3354,956
3355,762
3356,907
3357,734
3358,874
3359,715
3360,841
3361,720
3362,814
3363,720
3364,796
3365,728
3366,771
3367,742
3368,751
3369,737
3370,735
3371,739
3372,702
3373,735
3374,675
3375,714
3376,639
3377,693
3378,593
3379,655
3380,553
3381,603
3382,494
3383,551
3384,432
3385,486
3386,365
3387,417
3388,288
3389,348
3390,208
3391,271
3392,124
3393,201
3394,37
3395,138
3396,-52
3397,60
3398,-138
3399,-9
3400,-229
3401,-67
3402,-313
3403,-134
3404,-398
3405,-192
3406,-483
3407,-244
3408,-559
3409,-305
3410,-638
3411,-353
3412,-711
3413,-406
3414,-779
3415,-466
3416,-855
3417,-506
3418,-927
3419,-555
3420,-1000
3421,-604
3422,-1084
3423,-642
3424,-1168
3425,-691
3426,-1257
3427,-730
3428,-1358
3429,-772
3430,-1458
3431,-821
3432,-1557
3433,-869
3434,-1662
3435,-921
3436,-1761
3437,-973
3438,-1853
3439,-1015
3440,-1941
3441,-1059
3442,-2011
3443,-1104
3444,-2070
3445,-1135
3446,-2107
3447,-1168
3448,-2122
3449,-1191
3450,-2124
3451,-1199
3452,-2101
3453,-1207
3454,-2056
3455,-1200
3456,-2002
3457,-1179
3458,-1933
3459,-1165
3460,-1856
3461,-1137
3462,-1782
3463,-1101
3464,-1695
3465,-1076
3466,-1611
3467,-1040
3468,-1535
3469,-1013
3470,-1456
3471,-999
3472,-1382
3473,-971
3474,-1317
3475,-957
3476,-1249
3477,-954
3478,-1189
3479,-944
3480,-1132
3481,-941
3482,-1062
3483,-942
3484,-997
3485,-934
3486,-918
3487,-934
3488,-830
3489,-927
3490,-739
3491,-900
3492,-632
3493,-881
3494,-521
3495,-842
3496,-406
3497,-787
3498,-278
3499,-737
3500,-148
3501,-669
3502,-14
3503,-597
3504,131
3505,-522
3506,267
3507,-435
3508,399
3509,-352
3510,532
3511,-266
3512,655
3513,-174
3514,773
3515,-86
3516,890
3517,14
3518,993
3519,112
3520,1101
3521,201
3522,1203
3523,298
3524,1293
3525,402
3526,1396
3527,507
3528,1495
3529,615
3530,1585
3531,725
3532,1678
3533,832
3534,1763
3535,941
3536,1841
3537,1042
3538,1916
3539,1128
3540,1973
3541,1215
3542,2018
3543,1278
3544,2056
3545,1325
3546,2069
3547,1363
3548,2066
3549,1368
3550,2045
3551,1364
3552,2000
3553,1347
3554,1946
3555,1303
3556,1883
3557,1255
3558,1802
3559,1196
3560,1719
3561,1127
3562,1635
3563,1068
3564,1540
3565,998
3566,1462
3567,936
3568,1384
3569,886
3570,1311
3571,836
3572,1253
3573,806
3574,1198
3575,798
3576,1153
3577,790
3578,1120
3579,797
3580,1087
3581,819
3582,1059
3583,840
3584,1038
3585,867
3586,1008
3587,893
3588,989
3589,917
3590,967
3591,940
3592,938
3593,949
3594,912
3595,945
3596,874
3597,940
3598,830
3599,921
3600,784
3601,889
3602,731
3603,854
3604,662
3605,800
3606,595
3607,749
3608,517
3609,696
3610,436
3611,630
3612,355
3613,573
3614,263
3615,516
3616,177
3617,451
3618,88
3619,396
3620,-14
3621,336
3622,-108
3623,267
3624,-200
3625,209
3626,-294
3627,139
3628,-379
3629,69
3630,-468
3631,13
3632,-555
3633,-61
3634,-634
3635,-124
3636,-725
3637,-175
3638,-812
3639,-240
3640,-898
3641,-298
3642,-996
3643,-351
3644,-1092
3645,-415
3646,-1191
3647,-474
3648,-1300
3649,-529
3650,-1399
3651,-594
3652,-1508
3653,-652
3654,-1620
3655,-713
3656,-1721
3657,-782
3658,-1824
3659,-845
3660,-1916
3661,-905
3662,-1988
3663,-961
3664,-2046
3665,-1005
3666,-2087
3667,-1050
3668,-2097
3669,-1084
3670,-2101
3671,-1103
3672,-2082
3673,-1120
3674,-2040
3675,-1121
3676,-1997
3677,-1116
3678,-1926
3679,-1109
3680,-1854
3681,-1083
3682,-1782
3683,-1059
3684,-1701
3685,-1043
3686,-1622
3687,-1011
3688,-1550
3689,-991
3690,-1479
3691,-985
3692,-1419
3693,-966
3694,-1366
3695,-964
3696,-1304
3697,-972
3698,-1257
3699,-975
3700,-1204
3701,-991
3702,-1143
3703,-1008
3704,-1090
3705,-1021
3706,-1027
3707,-1040
3708,-950
3709,-1047
3710,-875
3711,-1041
3712,-786
3713,-1041
3714,-686
3715,-1021
3716,-585
3717,-987
3718,-462
3719,-951
3720,-340
3721,-895
3722,-217
3723,-841
3724,-82
3725,-781
3726,46
3727,-706
3728,171
3729,-637
3730,299
3731,-563
3732,415
3733,-481
3734,532
3735,-407
3736,651
3737,-327
3738,756
3739,-235
3740,865
3741,-152
3742,969
3743,-56
3744,1064
3745,55
3746,1164
3747,155
3748,1265
3749,262
3750,1363
3751,374
3752,1462
3753,478
3754,1556
3755,589
3756,1647
3757,691
3758,1733
3759,784
3760,1798
3761,871
3762,1857
3763,935
3764,1906
3765,991
3766,1930
3767,1034
3768,1938
3769,1048
3770,1932
3771,1056
3772,1905
3773,1046
3774,1870
3775,1013
3776,1822
3777,978
3778,1754
3779,932
3780,1691
3781,872
3782,1617
3783,824
3784,1543
3785,771
3786,1483
3787,717
3788,1416
3789,684
3790,1358
3791,648
3792,1308
3793,629
3794,1261
3795,631
3796,1220
3797,630
3798,1188
3799,643
3800,1154
3801,674
3802,1131
3803,698
3804,1109
3805,733
3806,1084
3807,768
3808,1065
3809,790
3810,1042
3811,815
3812,1015
3813,828
3814,981
3815,827
3816,941
3817,823
3818,898
3819,803
3820,857
3821,775
3822,796
3823,743
3824,737
3825,694
3826,675
3827,644
3828,596
3829,595
3830,523
3831,529
3832,442
3833,477
3834,348
3835,420
3836,260
3837,347
3838,171
3839,293
3840,71
3841,232
3842,-21
3843,160
3844,-114
3845,108
3846,-206
3847,45
3848,-291
3849,-26
3850,-382
3851,-75
3852,-469
3853,-132
3854,-553
3855,-185
3856,-646
3857,-230
3858,-734
3859,-289
3860,-820
3861,-339
3862,-921
3863,-389
3864,-1022
3865,-445
3866,-1130
3867,-494
3868,-1249
3869,-550
3870,-1364
3871,-610
3872,-1486
3873,-668
3874,-1614
3875,-732
3876,-1729
3877,-797
3878,-1840
3879,-852
3880,-1944
3881,-910
3882,-2022
3883,-960
3884,-2093
3885,-998
3886,-2146
3887,-1039
3888,-2167
3889,-1064
3890,-2179
3891,-1070
3892,-2163
3893,-1078
3894,-2128
3895,-1064
3896,-2079
3897,-1038
3898,-2013
3899,-1018
3900,-1941
3901,-977
3902,-1865
3903,-937
3904,-1783
3905,-901
3906,-1708
3907,-856
3908,-1637
3909,-824
3910,-1557
3911,-793
3912,-1495
3913,-766
3914,-1430
3915,-751
3916,-1360
3917,-742
3918,-1309
3919,-732
3920,-1247
3921,-738
3922,-1187
3923,-742
3924,-1130
3925,-741
3926,-1059
3927,-748
3928,-983
3929,-743
3930,-902
3931,-736
3932,-799
3933,-727
3934,-694
3935,-701
3936,-586
3937,-672
3938,-459
3939,-637
3940,-335
3941,-590
3942,-208
3943,-545
3944,-69
3945,-496
3946,60
3947,-435
3948,188
3949,-382
3950,317
3951,-324
3952,441
3953,-250
3954,561
3955,-190
3956,675
3957,-121
3958,784
3959,-35
3960,894
3961,47
3962,1000
3963,143
3964,1099
3965,234
3966,1208
3967,328
3968,1319
3969,431
3970,1422
3971,531
3972,1532
3973,631
3974,1632
3975,732
3976,1728
3977,824
3978,1823
3979,908
3980,1897
3981,989
3982,1964
3983,1048
3984,2020
3985,1096
3986,2052
3987,1137
3988,2070
3989,1147
3990,2070
3991,1152
3992,2045
3993,1136
3994,2011
3995,1098
3996,1964
3997,1058
3998,1906
3999,1003
4000,1846
4001,939
4002,1776
4003,882
4004,1710
4005,821
4006,1647
4007,754
4008,1578
4009,708
4010,1519
4011,666
4012,1468
4013,632
4014,1415
4015,616
4016,1374
4017,605
4018,1339
4019,613
4020,1302
4021,633
4022,1280
4023,659
4024,1252
4025,696
4026,1222
4027,734
4028,1199
4029,763
4030,1163
4031,794
4032,1126
4033,818
4034,1091
4035,832
4036,1049
4037,845
4038,1004
4039,836
4040,954
4041,825
4042,892
4043,814
4044,831
4045,784
4046,762
4047,755
4048,681
4049,727
4050,605
4051,687
4052,519
4053,642
4054,423
4055,603
4056,335
4057,556
4058,241
4059,515
4060,148
4061,468
4062,59
4063,412
4064,-35
4065,369
4066,-124
4067,316
4068,-208
4069,262
4070,-294
4071,215
4072,-374
4073,164
4074,-448
4075,118
4076,-530
4077,70
4078,-612
4079,14
4080,-702
4081,-41
4082,-800
4083,-93
4084,-899
4085,-154
4086,-1013
4087,-209
4088,-1135
4089,-269
4090,-1252
4091,-342
4092,-1376
4093,-405
4094,-1507
4095,-482
4096,-1631
4097,-557
4098,-1750
4099,-623
4100,-1859
4101,-703
4102,-1952
4103,-767
4104,-2032
4105,-822
4106,-2086
4107,-876
4108,-2121
4109,-917
4110,-2135
4111,-944
4112,-2123
4113,-966
4114,-2099
4115,-973
4116,-2063
4117,-965
4118,-2006
4119,-955
4120,-1943
4121,-928
4122,-1876
4123,-900
4124,-1796
4125,-875
4126,-1728
4127,-842
4128,-1654
4129,-817
4130,-1577
4131,-795
4132,-1517
4133,-780
4134,-1453
4135,-776
4136,-1393
4137,-771
4138,-1341
4139,-771
4140,-1285
4141,-783
4142,-1230
4143,-786
4144,-1174
4145,-790
4146,-1108
4147,-803
4148,-1034
4149,-801
4150,-952
4151,-798
4152,-858
4153,-791
4154,-761
4155,-769
4156,-650
4157,-741
4158,-525
4159,-712
4160,-401
4161,-670
4162,-267
4163,-628
4164,-128
4165,-590
4166,6
4167,-541
4168,144
4169,-491
4170,275
4171,-434
4172,399
4173,-375
4174,527
4175,-318
4176,651
4177,-244
4178,766
4179,-174
4180,885
4181,-101
4182,1000
4183,-10
4184,1110
4185,90
4186,1231
4187,184
4188,1342
4189,291
4190,1458
4191,397
4192,1576
4193,494
4194,1682
4195,604
4196,1789
4197,695
4198,1886
4199,783
4200,1965
4201,865
4202,2035
4203,926
4204,2083
4205,986
4206,2114
4207,1027
4208,2129
4209,1044
4210,2125
4211,1047
4212,2104
4213,1032
4214,2071
4215,998
4216,2023
4217,963
4218,1967
4219,916
4220,1909
4221,853
4222,1834
4223,801
4224,1766
4225,740
4226,1701
4227,685
4228,1630
4229,641
4230,1567
4231,593
4232,1512
4233,568
4234,1460
4235,558
4236,1417
4237,554
4238,1379
4239,571
4240,1339
4241,599
4242,1309
4243,627
4244,1282
4245,666
4246,1254
4247,702
4248,1230
4249,733
4250,1203
4251,774
4252,1176
4253,800
4254,1150
4255,821
4256,1120
4257,847
4258,1084
4259,848
4260,1041
4261,848
4262,987
4263,847
4264,931
4265,827
4266,868
4267,808
4268,795
4269,789
4270,725
4271,753
4272,648
4273,719
4274,559
4275,685
4276,471
4277,635
4278,379
4279,597
4280,290
4281,553
4282,205
4283,496
4284,116
4285,451
4286,32
4287,396
4288,-44
4289,346
4290,-121
4291,303
4292,-194
4293,254
4294,-266
4295,208
4296,-349
4297,163
4298,-431
4299,111
4300,-519
4301,70
4302,-619
4303,22
4304,-720
4305,-49
4306,-833
4307,-102
4308,-959
4309,-166
4310,-1089
4311,-245
4312,-1225
4313,-306
4314,-1366
4315,-387
4316,-1505
4317,-470
4318,-1634
4319,-536
4320,-1753
4321,-614
4322,-1860
4323,-686
4324,-1951
4325,-737
4326,-2017
4327,-793
4328,-2063
4329,-833
4330,-2096
4331,-856
4332,-2105
4333,-883
4334,-2097
4335,-884
4336,-2073
4337,-876
4338,-2031
4339,-866
4340,-1982
4341,-837
4342,-1929
4343,-810
4344,-1867
4345,-783
4346,-1805
4347,-755
4348,-1745
4349,-737
4350,-1683
4351,-714
4352,-1629
4353,-694
4354,-1583
4355,-696
4356,-1537
4357,-700
4358,-1492
4359,-706
4360,-1447
4361,-725
4362,-1401
4363,-733
4364,-1354
4365,-749
4366,-1298
4367,-772
4368,-1244
4369,-777
4370,-1179
4371,-782
4372,-1096
4373,-782
4374,-1009
4375,-770
4376,-913
4377,-761
4378,-803
4379,-742
4380,-693
4381,-713
4382,-579
4383,-687
4384,-455
4385,-657
4386,-338
4387,-613
4388,-216
4389,-573
4390,-94
4391,-528
4392,21
4393,-477
4394,141
4395,-423
4396,253
4397,-358
4398,362
4399,-295
4400,478
4401,-222
4402,588
4403,-141
4404,702
4405,-57
4406,823
4407,45
4408,938
4409,148
4410,1063
4411,246
4412,1189
4413,347
4414,1302
4415,452
4416,1415
4417,543
4418,1522
4419,637
4420,1605
4421,726
4422,1681
4423,787
4424,1743
4425,851
4426,1782
4427,888
4428,1811
4429,900
4430,1819
4431,914
4432,1810
4433,902
4434,1791
4435,867
4436,1753
4437,829
4438,1704
4439,773
4440,1650
4441,707
4442,1586
4443,643
4444,1524
4445,571
4446,1466
4447,509
4448,1404
4449,460
4450,1354
4451,408
4452,1308
4453,377
4454,1259
4455,364
4456,1222
4457,357
4458,1190
4459,368
4460,1162
4461,384
4462,1145
4463,409
4464,1123
4465,444
4466,1109
4467,475
4468,1104
4469,510
4470,1088
4471,544
4472,1077
4473,567
4474,1066
4475,588
4476,1042
4477,604
4478,1023
4479,604
4480,997
4481,606
4482,956
4483,602
4484,919
4485,585
4486,869
4487,575
4488,805
4489,550
4490,743
4491,519
4492,668
4493,497
4494,585
4495,463
4496,505
4497,423
4498,420
4499,392
4500,337
4501,350
4502,258
4503,308
4504,175
4505,269
4506,100
4507,223
4508,28
4509,182
4510,-46
4511,148
4512,-112
4513,106
4514,-179
4515,73
4516,-252
4517,44
4518,-322
4519,1
4520,-404
4521,-44
4522,-501
4523,-89
4524,-595
4525,-137
4526,-711
4527,-185
4528,-839
4529,-244
4530,-963
4531,-304
4532,-1105
4533,-359
4534,-1244
4535,-432
4536,-1378
4537,-504
4538,-1513
4539,-573
4540,-1630
4541,-645
4542,-1733
4543,-703
4544,-1830
4545,-757
4546,-1902
4547,-811
4548,-1957
4549,-842
4550,-1998
4551,-865
4552,-2011
4553,-889
4554,-2010
4555,-888
4556,-1992
4557,-877
4558,-1961
4559,-864
4560,-1927
4561,-830
4562,-1877
4563,-805
4564,-1823
4565,-782
4566,-1778
4567,-747
4568,-1723
4569,-726
4570,-1667
4571,-709
4572,-1626
4573,-692
4574,-1572
4575,-691
4576,-1526
4577,-688
4578,-1490
4579,-688
4580,-1441
4581,-696
4582,-1396
4583,-701
4584,-1349
4585,-711
4586,-1287
4587,-720
4588,-1224
4589,-715
4590,-1154
4591,-716
4592,-1061
4593,-711
4594,-971
4595,-695
4596,-872
4597,-687
4598,-754
4599,-668
4600,-643
4601,-640
4602,-522
4603,-623
4604,-396
4605,-594
4606,-277
4607,-560
4608,-152
4609,-530
4610,-28
4611,-492
4612,88
4613,-449
4614,205
4615,-406
4616,315
4617,-351
4618,423
4619,-294
4620,538
4621,-233
4622,650
4623,-157
4624,770
4625,-72
4626,897
4627,27
4628,1016
4629,130
4630,1143
4631,226
4632,1269
4633,329
4634,1385
4635,433
4636,1499
4637,530
4638,1606
4639,627
4640,1697
4641,714
4642,1781
4643,788
4644,1846
4645,856
4646,1890
4647,901
4648,1923
4649,929
4650,1927
4651,950
4652,1917
4653,940
4654,1894
4655,916
4656,1849
4657,889
4658,1799
4659,838
4660,1746
4661,788
4662,1680
4663,737
4664,1618
4665,678
4666,1557
4667,630
4668,1488
4669,591
4670,1429
4671,552
4672,1371
4673,533
4674,1312
4675,526
4676,1267
4677,523
4678,1229
4679,547
4680,1193
4681,571
4682,1167
4683,599
4684,1138
4685,641
4686,1113
4687,671
4688,1097
4689,706
4690,1073
4691,745
4692,1055
4693,770
4694,1041
4695,797
4696,1019
4697,821
4698,997
4699,828
4700,967
4701,842
4702,927
4703,848
4704,885
4705,834
4706,829
4707,828
4708,765
4709,813
4710,699
4711,788
4712,623
4713,764
4714,545
4715,726
4716,468
4717,687
4718,376
4719,648
4720,293
4721,594
4722,217
4723,546
4724,133
4725,504
4726,62
4727,448
4728,-6
4729,405
4730,-77
4731,366
4732,-137
4733,317
4734,-203
4735,276
4736,-278
4737,233
4738,-346
4739,185
4740,-429
4741,140
4742,-526
4743,88
4744,-623
4745,31
4746,-738
4747,-32
4748,-859
4749,-105
4750,-984
4751,-178
4752,-1120
4753,-252
4754,-1257
4755,-338
4756,-1387
4757,-420
4758,-1519
4759,-502
4760,-1640
4761,-587
4762,-1748
4763,-659
4764,-1844
4765,-730
4766,-1914
4767,-796
4768,-1973
4769,-846
4770,-2017
4771,-888
4772,-2031
4773,-917
4774,-2035
4775,-932
4776,-2023
4777,-942
4778,-1993
4779,-941
4780,-1963
4781,-927
4782,-1918
4783,-918
4784,-1864
4785,-902
4786,-1819
4787,-880
4788,-1767
4789,-875
4790,-1712
4791,-864
4792,-1670
4793,-855
4794,-1625
4795,-861
4796,-1580
4797,-860
4798,-1541
4799,-865
4800,-1495
4801,-879
4802,-1454
4803,-881
4804,-1410
4805,-883
4806,-1352
4807,-890
4808,-1296
4809,-886
4810,-1228
4811,-886
4812,-1145
4813,-883
4814,-1058
4815,-868
4816,-957
4817,-857
4818,-846
4819,-836
4820,-734
4821,-808
4822,-612
4823,-788
4824,-490
4825,-756
4826,-370
4827,-725
4828,-245
4829,-692
4830,-129
4831,-641
4832,-17
4833,-597
4834,107
4835,-548
4836,222
4837,-485
4838,339
4839,-428
4840,460
4841,-358
4842,579
4843,-270
4844,706
4845,-188
4846,838
4847,-94
4848,966
4849,20
4850,1101
4851,123
4852,1232
4853,229
4854,1355
4855,338
4856,1487
4857,438
4858,1604
4859,539
4860,1703
4861,633
4862,1800
4863,716
4864,1874
4865,791
4866,1927
4867,845
4868,1969
4869,886
4870,1983
4871,910
4872,1986
4873,907
4874,1979
4875,893
4876,1950
4877,869
4878,1916
4879,825
4880,1873
4881,779
4882,1812
4883,733
4884,1759
4885,680
4886,1701
4887,637
4888,1632
4889,602
4890,1575
4891,570
4892,1521
4893,559
4894,1466
4895,555
4896,1424
4897,561
4898,1381
4899,586
4900,1344
4901,609
4902,1316
4903,636
4904,1288
4905,675
4906,1266
4907,709
4908,1253
4909,743
4910,1234
4911,781
4912,1224
4913,807
4914,1212
4915,833
4916,1186
4917,857
4918,1167
4919,866
4920,1141
4921,879
4922,1099
4923,884
4924,1057
4925,876
4926,1003
4927,874
4928,938
4929,860
4930,873
4931,834
4932,799
4933,812
4934,716
4935,774
4936,631
4937,732
4938,542
4939,694
4940,457
4941,645
4942,376
4943,602
4944,293
4945,558
4946,222
4947,503
4948,153
4949,459
4950,82
4951,416
4952,18
4953,367
4954,-52
4955,332
4956,-127
4957,286
4958,-203
4959,232
4960,-291
4961,195
4962,-386
4963,144
4964,-491
4965,88
4966,-611
4967,33
4968,-734
4969,-45
4970,-865
4971,-118
4972,-1012
4973,-189
4974,-1154
4975,-278
4976,-1295
4977,-362
4978,-1441
4979,-443
4980,-1571
4981,-531
4982,-1688
4983,-605
4984,-1796
4985,-671
4986,-1884
4987,-738
4988,-1958
4989,-783
4990,-2015
4991,-820
4992,-2047
4993,-848
4994,-2067
4995,-856
4996,-2073
4997,-864
4998,-2057
4999,-860
5000,-2036
5001,-842
5002,-2002
5003,-829
5004,-1966
5005,-816
5006,-1928
5007,-799
5008,-1880
5009,-789
5010,-1840
5011,-780
5012,-1799
5013,-772
5014,-1752
5015,-772
5016,-1712
5017,-766
5018,-1673
5019,-768
5020,-1627
5021,-776
5022,-1588
5023,-774
5024,-1545
5025,-780
5026,-1485
5027,-786
5028,-1429
5029,-781
5030,-1355
5031,-783
5032,-1267
5033,-779
5034,-1182
5035,-764
5036,-1079
5037,-755
5038,-968
5039,-736
5040,-858
5041,-711
5042,-739
5043,-700
5044,-624
5045,-675
5046,-510
5047,-646
5048,-387
5049,-622
5050,-271
5051,-584
5052,-155
5053,-543
5054,-31
5055,-501
5056,89
5057,-450
5058,207
5059,-398
5060,332
5061,-332
5062,454
5063,-253
5064,585
5065,-181
5066,727
5067,-90
5068,861
5069,16
5070,1001
5071,112
5072,1141
5073,216
5074,1273
5075,318
5076,1404
5077,413
5078,1521
5079,516
5080,1626
5081,607
5082,1725
5083,684
5084,1802
5085,754
5086,1863
5087,800
5088,1913
5089,831
5090,1937
5091,852
5092,1946
5093,844
5094,1944
5095,826
5096,1919
5097,799
5098,1889
5099,751
5100,1851
5101,704
5102,1803
5103,654
5104,1752
5105,596
5106,1700
5107,549
5108,1642
5109,508
